,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,masc,femn,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
nos. Text/annotation.xhtml,7.0,132.0,104.0,72.0,31.0,78.0,21.0,88.0,992.0,773.0,120.0,322.0,48.0,10.457575757575757,35.71313852813853,10.908367965367965,18.655475384566618,10.908367965367965,73.40259740259741,127.0,39.0,34.0,8.0,13.0,76.0,6.0,1.0,5.0,0.7878787878787878,9.052038109696287,6.4007575309253015,0.9511733166274509,0.9334044604271426,0.023025220980993643,43.43063638023097,0.8819277108433735,0.86,128.7477695716396,11.125,0.9049929899400235,169.52941176470588,1297.292287325932,nikolai-gogol,,,,4.0,2.0
nevskii-prospekt. Text/chapter1.xhtml,489.0,10874.0,4302.0,4878.0,1824.0,8532.0,2969.0,7387.0,71446.0,57908.0,10900.0,24478.0,2561.0,10.738957468951849,42.638055674348266,8.534313833526475,17.125244521239594,8.534313833526475,67.09651622056401,9620.0,2716.0,1774.0,931.0,1557.0,5205.0,414.0,105.0,935.0,0.3956225859849182,41.254919281306535,29.171633181115503,0.9002279290171012,0.9246731996007751,0.02471814853793609,40.45610448797383,0.8787436489606993,0.8781566820276501,263.1978570271276,283.126163927935,0.9288333210122829,221.29988058382904,1558.756453493699,nikolai-gogol,183.0,136.0,103.0,1058.0,99.0
nevskii-prospekt. Text/annotation.xhtml,6.0,115.0,87.0,66.0,31.0,64.0,14.0,81.0,865.0,665.0,104.0,284.0,46.0,10.829492753623189,33.49746376811595,10.535380434782603,20.146210256331088,10.535380434782603,76.55797101449275,111.0,36.0,21.0,12.0,22.0,61.0,8.0,4.0,4.0,0.7565217391304347,8.11279183169073,5.7366101185433465,0.941195363356037,0.9161814616906718,0.02853627324318067,35.04311833147205,0.8903030303030309,0.8500000000000001,101.05268595041322,13.1,0.8875026652349901,156.07142857142858,996.0039561709125,nikolai-gogol,,,,3.0,3.0
portret. Text/chapter1.xhtml,519.0,11005.0,4301.0,4986.0,1729.0,8714.0,3068.0,7375.0,72563.0,58469.0,11048.0,24401.0,2838.0,9.986110692372268,46.01187013872658,8.166847627063895,16.186998620255718,8.166847627063895,66.51091770337358,9948.0,2841.0,1585.0,1038.0,1420.0,5260.0,348.0,100.0,845.0,0.3908223534756929,40.99910904274574,28.990748026732213,0.8990445345516154,0.9238008035411254,0.024979145404934285,40.03339520984829,0.879853961299697,0.8804545454545454,267.832496636995,273.5653117708795,0.9228450434689928,198.87443712002522,1519.4824118593674,nikolai-gogol,120.0,92.0,89.0,1362.0,139.0
portret. Text/chapter2.xhtml,286.0,6127.0,2808.0,2779.0,1093.0,4750.0,1677.0,4166.0,40934.0,33359.0,6149.0,14038.0,1392.0,10.632850372248935,41.285669169250866,9.05230348332099,17.333671707490502,9.05230348332099,66.7796951701799,5523.0,1485.0,873.0,671.0,942.0,2966.0,234.0,73.0,466.0,0.45829933083074914,35.87345147839476,25.366360804939518,0.9105284925674086,0.9296130223089507,0.023624412834775715,42.32909435649446,0.8974366567950144,0.8978688524590158,384.4756836627119,429.60946268672484,0.9304391126081389,223.65097959767374,1604.0108669641213,nikolai-gogol,99.0,39.0,52.0,619.0,59.0
portret. Text/annotation.xhtml,9.0,134.0,106.0,70.0,30.0,78.0,19.0,89.0,956.0,727.0,123.0,306.0,54.0,7.375704809286898,50.23616086235489,7.0991691542288535,16.19166451557377,7.0991691542288535,67.12769485903814,128.0,34.0,34.0,11.0,15.0,77.0,4.0,,6.0,0.7910447761194029,9.157005311162417,6.474980550884177,0.9521420227257753,0.9350244389368182,0.022499115845639146,44.44619099082613,0.8802352941176468,0.86,132.29169590643275,11.166666666666668,0.8955894981998914,125.50704225352112,1409.2069289166855,nikolai-gogol,,,3.0,6.0,4.0
zapiski-sumasshedshego. Text/chapter1.xhtml,571.0,6701.0,2453.0,2551.0,790.0,5597.0,2192.0,4195.0,40732.0,32025.0,6634.0,13767.0,1881.0,4.1580475350543615,68.10516695890071,2.1692226296830555,10.449307871351456,2.1692226296830555,49.80449659733981,5619.0,1299.0,907.0,465.0,620.0,3250.0,378.0,8.0,486.0,0.36606476645276825,29.965928520715664,21.189111261549414,0.8859314836072353,0.9097402173228588,0.029812951900145542,33.542468499911216,0.8585718580878087,0.8573134328358203,176.58121697899645,189.28846059670084,0.9106558969654756,172.41038992957152,1310.8268830721786,nikolai-gogol,501.0,95.0,120.0,532.0,31.0
zapiski-sumasshedshego. Text/annotation.xhtml,5.0,134.0,107.0,76.0,36.0,75.0,14.0,97.0,1036.0,816.0,123.0,348.0,57.0,15.50020895522388,15.914402985074645,14.597997014925376,23.773304997407088,14.597997014925376,83.51641791044776,131.0,39.0,30.0,15.0,20.0,77.0,4.0,1.0,3.0,0.7985074626865671,9.243392153720553,6.536065273062329,0.9540591414420577,0.9376894591297703,0.021597835044732585,46.30093701191991,0.9039999999999997,0.87,135.61688109161796,13.1,0.9122236765354466,174.72549019607843,1264.44563013908,nikolai-gogol,,,,8.0,5.0
alenkii-cvetochek. Text/chapter1.xhtml,160.0,6992.0,2391.0,2951.0,976.0,5798.0,2232.0,4542.0,43323.0,34638.0,6889.0,15062.0,1711.0,20.54848627002288,20.559010297482843,12.229560526315794,21.88603901810033,12.229560526315794,85.9053775743707,5983.0,1447.0,1411.0,567.0,794.0,3822.0,337.0,1.0,650.0,0.34196224256292906,28.59426029761853,20.21919535945933,0.8787853947273775,0.9040488283292208,0.03152852325700988,31.717311713217182,0.8507273512890786,0.8543884892086331,167.46504250100446,172.8712925340247,0.9066536502395186,139.01201255858396,1052.9715915608929,sergey-aksakov,223.0,136.0,100.0,449.0,31.0
alenkii-cvetochek. Text/annotation.xhtml,5.0,170.0,140.0,104.0,50.0,96.0,23.0,123.0,1322.0,1042.0,159.0,446.0,66.0,19.221764705882354,4.960882352941155,16.867117647058826,28.008183059705434,16.867117647058826,95.1764705882353,165.0,64.0,38.0,10.0,11.0,108.0,5.0,1.0,5.0,0.8235294117647058,10.737509843863185,7.592566023652966,0.9621955540466127,0.9519603188555822,0.016949254291834026,58.99964581225203,0.9271074380165286,0.9133333333333334,191.03185840707962,12.666666666666668,0.9297798699221589,224.453125,1836.8402881938728,sergey-aksakov,,,,10.0,6.0
detskie-gody-bagrova-vnuka. Text/chapter1.xhtml,7.0,178.0,144.0,92.0,41.0,119.0,38.0,122.0,1242.0,1015.0,173.0,425.0,48.0,13.299775280898874,30.280666131621217,11.78878170144462,21.446949048203777,11.78878170144462,77.11396468699839,159.0,39.0,28.0,14.0,35.0,79.0,13.0,3.0,9.0,0.8089887640449438,10.793256321540404,7.631984736045792,0.959093186996563,0.9485067571182365,0.01817741264362533,55.013329982949564,0.941705426356588,0.9466666666666667,260.9270588235294,1.0,0.9358271239946094,281.30357142857144,1620.3024016624045,sergey-aksakov,10.0,,,12.0,2.0
detskie-gody-bagrova-vnuka. Text/chapter2.xhtml,8.0,187.0,124.0,69.0,33.0,148.0,70.0,111.0,1159.0,938.0,185.0,397.0,36.0,10.361610962566846,48.85552139037435,6.9171153074866325,18.00646819394059,6.9171153074866325,60.273395721925134,162.0,17.0,23.0,20.0,28.0,75.0,10.0,2.0,2.0,0.6631016042780749,9.067778059176419,6.411887355938237,0.9214646299016105,0.9003268285707977,0.03456903415820412,28.927623358625837,0.8075362318840572,0.8000000000000002,101.11874141489693,96.55600112565077,0.8587515849528945,106.69325153374233,971.40813520871,sergey-aksakov,23.0,,3.0,24.0,2.0
detskie-gody-bagrova-vnuka. Text/chapter3.xhtml,77.0,2224.0,1162.0,993.0,337.0,1790.0,631.0,1496.0,14317.0,11592.0,2225.0,4956.0,496.0,13.83017331589274,35.35907035410631,9.69027543679342,18.546030462159788,9.69027543679342,73.53239745865645,1971.0,347.0,435.0,212.0,280.0,1099.0,85.0,13.0,80.0,0.5224820143884892,24.639888407203156,17.423032180413152,0.9157701517443533,0.9271670141830474,0.0251647614209359,39.73810771629437,0.8827402298850723,0.8786363636363635,271.4918174393424,272.52593928802713,0.9056506247960752,153.2913307701848,1581.0449665615622,sergey-aksakov,166.0,7.0,2.0,273.0,20.0
detskie-gody-bagrova-vnuka. Text/chapter4.xhtml,87.0,2282.0,1174.0,994.0,382.0,1798.0,684.0,1496.0,14551.0,11778.0,2271.0,5070.0,490.0,12.481311513393173,39.20985669960811,8.62698319683279,18.575971828325446,8.62698319683279,69.78816726606021,2059.0,433.0,420.0,240.0,278.0,1122.0,42.0,19.0,85.0,0.5144609991235758,24.57594785498777,17.37781938234884,0.9140499065288766,0.9258154427611771,0.025593214778650075,39.07285617101149,0.8845678459471616,0.8888888888888891,267.25426280250394,268.03692601087994,0.9025854998878746,140.91834966700958,1570.7818969946206,sergey-aksakov,138.0,,4.0,306.0,21.0
detskie-gody-bagrova-vnuka. Text/chapter5.xhtml,183.0,4697.0,2104.0,1948.0,613.0,3867.0,1437.0,3043.0,29053.0,23333.0,4695.0,9990.0,1015.0,11.51296004541906,45.642274146618405,7.256919629550772,16.231308450474547,7.256919629550772,67.13994748420978,4256.0,937.0,782.0,362.0,721.0,2124.0,108.0,33.0,172.0,0.447945497125825,30.699793581598165,21.70803222257531,0.9050131075348242,0.9232668539494013,0.02586915425421422,38.656076274201915,0.8854345955250186,0.8855913978494626,256.53208628133774,290.9705637792859,0.9089916316746061,153.81743120545613,1444.0206464720666,sergey-aksakov,259.0,10.0,25.0,652.0,51.0
detskie-gody-bagrova-vnuka. Text/chapter6.xhtml,145.0,3442.0,1645.0,1505.0,465.0,2807.0,1033.0,2239.0,21684.0,17472.0,3447.0,7377.0,761.0,10.687170169708867,47.16752579695046,7.394991688873752,15.882570096546832,7.394991688873752,67.46250976777736,3104.0,798.0,450.0,257.0,605.0,1493.0,80.0,22.0,146.0,0.4779198140615921,28.03886756149968,19.826473389527937,0.9093406529626074,0.9247675857523708,0.02563307750186308,39.01209286818243,0.882947244326591,0.880294117647059,292.7568281571257,289.17966447943377,0.9106172927424755,160.63475831389357,1458.1588658035303,sergey-aksakov,169.0,23.0,40.0,449.0,30.0
detskie-gody-bagrova-vnuka. Text/chapter7.xhtml,106.0,2178.0,1109.0,905.0,310.0,1775.0,692.0,1393.0,13506.0,10873.0,2182.0,4666.0,451.0,9.117139837482892,51.36950110019578,5.974619791395945,15.169480124835083,5.974619791395945,62.09905227229412,1969.0,416.0,347.0,181.0,294.0,966.0,51.0,16.0,75.0,0.5091827364554637,23.76307334351155,16.803030303030305,0.9121865647000695,0.9237501496950763,0.026306744393665746,38.013065586359076,0.8801127289807528,0.8827906976744186,276.49691240825547,259.31742414511825,0.9060824581813788,155.6531416190664,1474.863021450402,sergey-aksakov,124.0,10.0,13.0,260.0,13.0
detskie-gody-bagrova-vnuka. Text/chapter8.xhtml,160.0,3606.0,1475.0,1424.0,389.0,3043.0,1235.0,2197.0,21572.0,17113.0,3615.0,7277.0,844.0,9.184961245146976,56.252916666666664,4.989860818774268,13.83553907179549,4.989860818774268,62.027239323349974,3140.0,628.0,677.0,205.0,437.0,1668.0,89.0,10.0,182.0,0.40904048807542986,24.562872794346735,17.368573918305138,0.8908544012968964,0.9089195181708153,0.03068451206753675,32.58973119073868,0.8589710430138119,0.8566666666666671,178.71800173083946,179.14177744609398,0.884512402405843,118.90267995975488,1352.2198300309062,sergey-aksakov,259.0,25.0,38.0,486.0,21.0
detskie-gody-bagrova-vnuka. Text/chapter9.xhtml,171.0,4460.0,1781.0,1786.0,553.0,3685.0,1476.0,2762.0,26797.0,21363.0,4448.0,9177.0,981.0,11.210767183279575,49.2654058164844,6.260803477303128,15.949133449482224,6.260803477303128,66.1267143943566,3939.0,800.0,858.0,284.0,598.0,2000.0,72.0,6.0,231.0,0.3993273542600897,26.668371115184737,18.85738605874658,0.890755177399755,0.910636038752887,0.029935543552393487,33.405105815092014,0.8607753343913562,0.8597752808988769,191.20853189256246,194.0259760124561,0.8975203876157372,135.54299968648192,1342.8647486294058,sergey-aksakov,272.0,18.0,18.0,652.0,25.0
detskie-gody-bagrova-vnuka. Text/chapter10.xhtml,273.0,7209.0,2972.0,3150.0,1055.0,5819.0,2123.0,4751.0,45476.0,36706.0,7164.0,15720.0,1559.0,12.267666058452573,41.451913382081926,8.241034746707037,17.430163211548773,8.241034746707037,70.10197418062586,6474.0,1541.0,1117.0,652.0,912.0,3486.0,148.0,32.0,269.0,0.41226244971563325,35.00348554865446,24.75120199661889,0.9002491739911146,0.9221669445554448,0.025856417159430392,38.67511859179912,0.8849385474860265,0.8837499999999997,279.86716533664236,279.8887805709493,0.9120704256868458,163.49860296523775,1451.3423513741811,sergey-aksakov,443.0,23.0,41.0,925.0,72.0
detskie-gody-bagrova-vnuka. Text/chapter11.xhtml,267.0,6920.0,2848.0,2932.0,1024.0,5575.0,1985.0,4614.0,43532.0,35118.0,6922.0,15187.0,1478.0,12.130593676257277,41.24346003550477,7.998483016171981,17.364234363970212,7.998483016171981,68.28754519278648,6345.0,1289.0,1291.0,627.0,1045.0,3144.0,96.0,48.0,216.0,0.4115606936416185,34.23630902260536,24.208726272682433,0.8995949330544516,0.9213595750648803,0.026146430456826294,38.24613847963788,0.8890641827972547,0.8904347826086956,294.25431093374243,294.80278246224793,0.9166381003168854,176.1518424770426,1363.6685981312778,sergey-aksakov,336.0,23.0,33.0,948.0,66.0
detskie-gody-bagrova-vnuka. Text/chapter12.xhtml,95.0,2190.0,1125.0,934.0,371.0,1688.0,671.0,1388.0,13945.0,11177.0,2171.0,4785.0,561.0,10.655789473684209,45.55219538572459,7.375130737803417,17.521657047916204,7.375130737803417,65.70103340543139,1962.0,452.0,315.0,197.0,313.0,1012.0,36.0,10.0,86.0,0.5136986301369864,24.03977867835121,16.998690521685923,0.9133972662175242,0.9248950432678875,0.02592551493310071,38.57204003779451,0.8796637085474217,0.8800000000000001,238.88373207759446,236.16371696633695,0.9088436956444494,156.44899158018407,1397.025884459157,sergey-aksakov,140.0,2.0,20.0,296.0,23.0
detskie-gody-bagrova-vnuka. Text/chapter13.xhtml,51.0,1165.0,643.0,487.0,159.0,943.0,367.0,735.0,7293.0,5876.0,1162.0,2491.0,253.0,10.211978456618699,48.63325633257597,6.941542918454935,15.660701457653978,6.941542918454935,64.6457123621981,1062.0,176.0,257.0,82.0,162.0,519.0,17.0,4.0,23.0,0.551931330472103,18.83857334018588,13.320882956725544,0.9158227276810633,0.9215225120888213,0.027452160783918607,36.42700506787783,0.8872759856630833,0.8834782608695654,237.09540796471657,249.40359039299173,0.8986121518479249,138.59975470155356,1359.756944832959,sergey-aksakov,79.0,1.0,4.0,169.0,11.0
detskie-gody-bagrova-vnuka. Text/chapter14.xhtml,299.0,5879.0,2245.0,2435.0,748.0,4828.0,1843.0,3733.0,36116.0,28897.0,5882.0,12336.0,1333.0,8.362188698394206,55.16533642219545,5.244975307781623,14.033766029742559,5.244975307781623,61.08081596476546,5246.0,1098.0,1073.0,451.0,721.0,2766.0,128.0,21.0,268.0,0.3818676645688042,29.279564664744683,20.70377872463099,0.8890810678244603,0.9113966962493856,0.02942690429334007,33.98250764102023,0.8757770154374087,0.8750427350427352,239.95484671741235,230.26458623986883,0.9007594891994852,141.6969222316076,1255.5024136683219,sergey-aksakov,350.0,15.0,66.0,862.0,41.0
detskie-gody-bagrova-vnuka. Text/chapter15.xhtml,262.0,5398.0,2221.0,2248.0,751.0,4385.0,1653.0,3483.0,33513.0,26857.0,5389.0,11536.0,1254.0,9.106237198396919,51.61205313531448,5.884917881658183,15.018499493911762,5.884917881658183,62.24810715871584,4785.0,964.0,965.0,472.0,651.0,2570.0,130.0,13.0,241.0,0.4114486846980363,30.22958035954748,21.375541264659695,0.8966612389821618,0.9171779841765649,0.027688186759592833,36.11648565804117,0.8736661058142114,0.8728971962616827,237.40907782251136,234.89942473500219,0.9036491488488082,150.81537505823886,1367.8695094009447,sergey-aksakov,352.0,20.0,49.0,729.0,34.0
detskie-gody-bagrova-vnuka. Text/chapter16.xhtml,324.0,7019.0,2938.0,3022.0,1080.0,5562.0,2048.0,4594.0,44391.0,35841.0,7029.0,15324.0,1521.0,9.96263829306345,47.46100503219657,7.001965503026177,16.19166451557377,7.001965503026177,64.71814642443175,6344.0,1423.0,1296.0,579.0,957.0,3346.0,162.0,37.0,325.0,0.41857814503490526,35.068256160130794,24.797001735215407,0.9016650065009985,0.9231595150967259,0.025566291360191423,39.114003118851755,0.8802869440459113,0.8804285714285712,260.7256161923709,275.3221488067967,0.9108019161058062,155.20815058479533,1502.7070029530694,sergey-aksakov,322.0,28.0,43.0,932.0,61.0
detskie-gody-bagrova-vnuka. Text/chapter17.xhtml,287.0,7310.0,2811.0,3246.0,1285.0,5621.0,2077.0,4829.0,46657.0,37722.0,7312.0,16241.0,1562.0,12.109270294618131,40.19626508005359,8.408097775468669,18.75766393474798,8.408097775468669,69.87530803586324,6550.0,1135.0,1624.0,540.0,1074.0,3329.0,148.0,30.0,381.0,0.38454172366621064,32.877755173151925,23.248083633126818,0.8925814165112397,0.9159287571046729,0.02780043489784274,35.97066030350475,0.8723233714364397,0.8728767123287673,231.57218899244776,241.71019989124153,0.9056243809301788,149.66550696381952,1354.2982227716393,sergey-aksakov,350.0,29.0,46.0,863.0,62.0
detskie-gody-bagrova-vnuka. Text/chapter18.xhtml,67.0,1617.0,936.0,732.0,258.0,1278.0,447.0,1089.0,10351.0,8387.0,1619.0,3599.0,345.0,11.483625471898396,41.69420121101359,8.198831856487502,17.399277588298048,8.198831856487502,69.40334505579708,1471.0,281.0,331.0,143.0,254.0,743.0,30.0,9.0,93.0,0.5788497217068646,23.27666942493331,16.45909079380792,0.9260032319233317,0.9340598690091038,0.023061220121981255,43.36284007136423,0.8867091836734786,0.8793750000000001,302.2077051926298,321.6446564645129,0.9116897095927714,156.0229281108192,1716.2014735042235,sergey-aksakov,53.0,,27.0,206.0,26.0
detskie-gody-bagrova-vnuka. Text/chapter19.xhtml,555.0,12834.0,4905.0,5642.0,1907.0,10367.0,3697.0,8577.0,81848.0,65944.0,12856.0,28249.0,2999.0,10.808995901932786,44.48688157301763,7.611671399028765,16.438446930468817,7.611671399028765,67.08567698132916,11700.0,2365.0,2318.0,1118.0,2012.0,5767.0,303.0,81.0,498.0,0.38218793828892006,43.297018803921745,30.61561560141452,0.8983237067023081,0.9241168099127796,0.02474862060173851,40.40629237856405,0.8861493938208226,0.8870312499999997,298.5509753229396,312.47850716212446,0.9165710003709617,169.22063583066708,1501.603262403511,sergey-aksakov,599.0,37.0,86.0,1704.0,112.0
detskie-gody-bagrova-vnuka. Text/chapter20.xhtml,347.0,7684.0,3189.0,3341.0,1143.0,6147.0,2296.0,4994.0,48565.0,39195.0,7649.0,16761.0,1682.0,10.183991444477616,46.95240421730398,7.102794754473159,16.096019733240357,7.102794754473159,65.6240505740436,7006.0,1495.0,1449.0,621.0,1129.0,3541.0,147.0,33.0,273.0,0.41501821967725144,36.379844729613055,25.724434906823074,0.9017052502144145,0.9237681014495374,0.025297269312193962,39.52995825988116,0.8863968565815147,0.8856209150326801,281.48546231118075,300.2162113909316,0.9143412384048218,166.7368189161404,1489.3194806356744,sergey-aksakov,367.0,38.0,48.0,1017.0,76.0
detskie-gody-bagrova-vnuka. Text/chapter21.xhtml,156.0,2849.0,1391.0,1139.0,328.0,2395.0,891.0,1832.0,17561.0,14035.0,2858.0,5930.0,666.0,7.553236245736247,57.99926523926524,4.921296092421095,12.86986839406028,4.921296092421095,58.24176049176049,2579.0,550.0,536.0,194.0,411.0,1264.0,57.0,,127.0,0.4882414882414882,26.06038967751461,18.427478261334485,0.9098717689570384,0.9238129747843137,0.026088640991125754,38.33085825897015,0.881857142857172,0.8803571428571432,291.0086171197689,274.2257939879013,0.9099397065042524,155.47543496589253,1401.0137600268547,sergey-aksakov,122.0,21.0,16.0,418.0,13.0
detskie-gody-bagrova-vnuka. Text/chapter22.xhtml,302.0,6400.0,2562.0,2629.0,928.0,5145.0,2039.0,4034.0,39623.0,31832.0,6394.0,13584.0,1380.0,9.288355960264898,51.72308112582783,6.040045860927158,15.548135756294363,6.040045860927158,62.27017798013245,5648.0,1006.0,1263.0,539.0,792.0,2988.0,150.0,25.0,318.0,0.4003125,32.025,22.645094667499183,0.895538085089798,0.9174559491886556,0.027445343001177853,36.43605401313744,0.877745236970565,0.8779687500000002,252.77170116337226,252.4426031624792,0.9084314528460881,155.87950945091083,1434.0342784333411,sergey-aksakov,364.0,70.0,71.0,769.0,47.0
detskie-gody-bagrova-vnuka. Text/chapter23.xhtml,199.0,6893.0,2332.0,2895.0,999.0,5705.0,2218.0,4486.0,42760.0,34216.0,6906.0,14934.0,1632.0,16.198497696665545,31.595950917360653,9.749878803928247,19.859118503340756,9.749878803928247,76.63732050649301,5886.0,1432.0,1389.0,562.0,790.0,3778.0,340.0,,649.0,0.33831423182939213,28.08823220898999,19.861379466519217,0.8773763241799128,0.9027407761864227,0.031946491077336006,31.302342331719686,0.8484132086499279,0.8510948905109487,166.48620530721513,169.51758694857824,0.9044079936895535,134.25771663378984,1030.053867140212,sergey-aksakov,221.0,137.0,97.0,436.0,30.0
detskie-gody-bagrova-vnuka. Text/annotation.xhtml,5.0,143.0,107.0,77.0,34.0,79.0,15.0,98.0,1054.0,800.0,130.0,348.0,65.0,15.189034965034963,23.39765734265734,12.003279020979022,23.10490837110397,12.003279020979022,82.44615384615385,140.0,35.0,34.0,9.0,28.0,67.0,3.0,,3.0,0.7482517482517482,8.947789507075871,6.327042637083184,0.9415625881113242,0.9215903130126855,0.027112900667408367,36.88281133276423,0.8734042553191503,0.83,120.97251902587519,14.3125,0.8826269794664043,126.9125,1281.2275333820087,sergey-aksakov,,,,10.0,5.0
semeinaya-khronika. Text/chapter1.xhtml,316.0,8862.0,4227.0,4265.0,1540.0,6914.0,2308.0,6146.0,58918.0,48016.0,8876.0,20398.0,2002.0,13.954394484772134,32.04296588477612,10.744296770594971,19.567570791987748,10.744296770594971,76.17113746932573,8363.0,2175.0,1540.0,826.0,1479.0,4131.0,232.0,91.0,418.0,0.476980365605958,44.90207128202868,31.750559092844213,0.9185568302985433,0.9381311699883009,0.020631416020976335,48.46977051809153,0.8974946102348431,0.8945762711864406,477.5931263080681,471.59260228078085,0.9237569560529302,174.9052975294233,1729.1416258088368,sergey-aksakov,53.0,28.0,54.0,1010.0,71.0
